arrival_time_s,packet_size_bytes,backlog_bytes,departure_time_s,waiting_time_s,dropped,cum_drops
1.013852208,132,2818,1.038930583,0.025078375,0,0
1.014562417,138,2840,1.040034583,0.025472166,0,0
1.014565667,8,2978,1.040098583,0.025532916,0,0
1.014567667,124,2986,1.041090583,0.026522916,0,0
1.014570125,110,3110,1.041970583,0.027400458,0,0
1.014573208,159,3220,1.043242583,0.028669375,0,0
1.014575583,97,3379,1.044018583,0.029443,0,0
1.015444292,57,3379,1.044474583,0.029030291,0,0
1.015448708,260,3436,1.046554583,0.031105875,0,0
1.015451917,21,3696,1.046722583,0.031270666,0,0
1.015455333,20,3717,1.047251208,0.031795875,0,0
1.015458833,127,3737,1.048267208,0.032808375,0,0
1.015462,4,3864,1.048299208,0.032837208,0,0
1.016218375,22,3847,1.048475208,0.032256833,0,0
1.016221958,110,3869,1.049355208,0.03313325,0,0
1.016224,61,3979,1.049843208,0.033619208,0,0
1.016226167,43,4040,1.050187208,0.033961041,0,0
1.017155292,8,3941,1.050251208,0.033095916,0,0
1.0171965,88,3949,1.050955208,0.033758708,0,0
1.017205,50,4037,1.051355208,0.034150208,0,0
1.017212333,127,4087,1.052371208,0.035158875,0,0
1.017219458,131,4214,1.053419208,0.03619975,0,0
1.017532625,91,4345,1.054147208,0.036614583,0,0
1.017592583,132,4368,1.055203208,0.037610625,0,0
1.017598667,320,4500,1.057763208,0.040164541,0,0
1.017601125,68,4820,1.058307208,0.040706083,0,0
1.018067958,325,4563,1.060907208,0.04283925,0,0
1.018072375,144,4888,1.062059208,0.043986833,0,0
1.018094958,121,5032,1.063027208,0.04493225,0,0
1.018105542,53,5009,1.063451208,0.045345666,0,0
1.018146833,19,5062,1.063603208,0.045456375,0,0
1.018156208,15,5081,1.063723208,0.045567,0,0
1.018423708,47,5096,1.064099208,0.0456755,0,0
1.018436292,57,5143,1.064555208,0.046118916,0,0
1.018506708,100,5200,1.065355208,0.0468485,0,0
1.018845458,157,5300,1.066611208,0.04776575,0,0
1.019235625,68,5457,1.067155208,0.047919583,0,0
1.019268042,79,5525,1.067787208,0.048519166,0,0
1.019316208,98,5604,1.068571208,0.049255,0,0
1.019319292,86,5702,1.069259208,0.049939916,0,0
1.0197845,10,5788,1.069339208,0.049554708,0,0
1.019788333,285,5798,1.071619208,0.051830875,0,0
1.019923667,27,6083,1.071835208,0.051911541,0,0
1.020126958,6,6110,1.072257417,0.052130459,0,0
1.0201595,83,6116,1.072921417,0.052761917,0,0
1.020202917,185,6199,1.074401417,0.0541985,0,0
1.020635458,358,6384,1.077265417,0.056629959,0,0
1.020806208,27,6742,1.077481417,0.056675209,0,0
1.02101725,277,6769,1.079697417,0.058680167,0,0
1.021116083,43,7046,1.080041417,0.058925334,0,0
1.02183925,12,7036,1.080154708,0.058315458,0,0
1.022389333,180,7029,1.081594708,0.059205375,0,0
1.023192417,385,7099,1.084674708,0.061482291,0,0
1.023270458,20,7457,1.084834708,0.06156425,0,0
1.023273917,87,7477,1.085561417,0.0622875,0,0
1.023277125,135,7564,1.086641417,0.063364292,0,0
1.023485458,86,7699,1.087329417,0.063843959,0,0
1.023488958,24,7779,1.087521417,0.064032459,0,0
1.023491208,135,7803,1.088601417,0.065110209,0,0
1.023498417,59,7938,1.089073417,0.065575,0,0
1.023609833,23,7592,1.089257417,0.065647584,0,0
1.023873667,54,7615,1.089689417,0.06581575,0,0
1.023875875,35,7669,1.089969417,0.066093542,0,0
1.023899458,3,7704,1.089993417,0.066093959,0,0
1.024121625,13,7707,1.090097417,0.065975792,0,0
1.024147917,360,7720,1.092977417,0.0688295,0,0
1.024216083,207,8080,1.094633417,0.070417334,0,0
1.024343083,72,8287,1.095209417,0.070866334,0,0
1.0244235,219,8359,1.096961417,0.072537917,0,0
1.02450675,6,8578,1.097009417,0.072502667,0,0
1.025304125,31,8584,1.097311792,0.072007667,0,0
1.025312083,109,8615,1.098183792,0.072871709,0,0
1.025655292,8,8724,1.098247792,0.0725925,0,0
1.025902875,72,8732,1.098823792,0.072920917,0,0
1.026238083,23,8804,1.099007792,0.072769709,0,0
1.026357042,19,8827,1.099159792,0.07280275,0,0
1.026483667,91,8846,1.099887792,0.073404125,0,0
1.026812125,2,8937,1.099903792,0.073091667,0,0
1.027166458,132,8939,1.100963125,0.073796667,0,0
1.027355417,8,9071,1.101027125,0.073671708,0,0
1.027524083,68,8921,1.101787292,0.074263209,0,0
1.027742208,58,8989,1.102251292,0.074509084,0,0
1.028351708,179,9047,1.103683292,0.075331584,0,0
1.028354125,156,9226,1.104931292,0.076577167,0,0
1.028393,190,9382,1.106451292,0.078058292,0,0
1.028432542,29,9572,1.106683292,0.07825075,0,0
1.0284805,43,9601,1.107191042,0.078710542,0,0
1.028785875,628,9564,1.112215042,0.083429167,0,0
1.029417708,125,10120,1.113215042,0.083797334,0,0
1.02942125,379,10245,1.116519375,0.087098125,0,0
1.029992083,110,10601,1.117399375,0.087407292,0,0
1.029995917,227,10711,1.119215375,0.089219458,0,0
1.030174458,92,10847,1.119951375,0.089776917,0,0
1.030178167,278,10939,1.122175375,0.091997208,0,0
1.030180292,132,11217,1.123231375,0.093051083,0,0
1.030902958,125,11349,1.124231375,0.093328417,0,0
1.030909375,66,11318,1.124759375,0.09385,0,0
1.030913167,114,11384,1.125671375,0.094758208,0,0
1.03091625,16,11498,1.125799375,0.094883125,0,0
1.03091925,80,11514,1.126439375,0.095520125,0,0
1.030922875,8,11594,1.126503375,0.0955805,0,0
1.03092625,258,11602,1.128567375,0.097641125,0,0
1.030928917,35,11860,1.128847375,0.097918458,0,0
1.031023083,132,11516,1.130155958,0.099132875,0,0
1.0311275,60,11648,1.130635958,0.099508458,0,0
1.031129583,60,11708,1.131115958,0.099986375,0,0
1.031737417,69,11768,1.131667958,0.099930541,0,0
1.032127167,5,11837,1.131707958,0.099580791,0,0
1.032299417,159,11842,1.132979958,0.100680541,0,0
1.0326505,7,11988,1.133035958,0.100385458,0,0
1.033011833,189,11995,1.1348215,0.101809667,0,0
1.033153125,51,12184,1.1352295,0.102076375,0,0
1.033207083,22,12235,1.1354055,0.102198417,0,0
1.033505625,9,12257,1.1354775,0.101971875,0,0
1.033555625,57,12266,1.1359335,0.102377875,0,0
1.03376175,260,12323,1.1380135,0.10425175,0,0
1.033982833,254,12583,1.1400455,0.106062667,0,0
1.03421675,35,12837,1.1403255,0.10610875,0,0
1.0345865,145,12872,1.1414855,0.106899,0,0
1.034588667,35,13017,1.1417655,0.107176833,0,0
1.035007292,3,13052,1.141813958,0.106806666,0,0
1.035358083,28,12736,1.142037958,0.106679875,0,0
1.035388625,20,12764,1.142197958,0.106809333,0,0
1.035459875,36,12784,1.142485958,0.107026083,0,0
1.035526292,97,12820,1.143261958,0.107735666,0,0
1.035834333,17,12917,1.143397958,0.107563625,0,0
1.035969917,83,12934,1.144061958,0.108092041,0,0
1.036127625,177,13017,1.145477958,0.109350333,0,0
1.0365255,57,13194,1.145933958,0.109408458,0,0
1.036688292,6,13251,1.145981958,0.109293666,0,0
1.036709625,147,13257,1.147157958,0.110448333,0,0
1.03687775,34,13404,1.147429958,0.110552208,0,0
1.036903958,127,13438,1.148483083,0.111579125,0,0
1.03739125,18,13565,1.148627083,0.111235833,0,0
1.03754,110,13583,1.149631292,0.112091292,0,0
1.037595583,98,13693,1.150415292,0.112819709,0,0
1.037955708,35,13521,1.150695292,0.112739584,0,0
1.038326292,16,13556,1.150823292,0.112497,0,0
1.038328458,22,13572,1.150999292,0.112670834,0,0
1.038545542,110,13594,1.151879292,0.11333375,0,0
1.038653708,148,13704,1.153063292,0.114409584,0,0
1.038678,57,13852,1.153519292,0.114841292,0,0
1.038928917,61,13909,1.154007292,0.115078375,0,0
1.038990917,102,13970,1.154823292,0.115832375,0,0
1.039106375,2,14072,1.154839292,0.115732917,0,0
1.03914275,111,14074,1.1557555,0.11661275,0,0
1.04004225,43,14177,1.1560995,0.11605725,0,0
1.040044833,35,14220,1.1563795,0.116334667,0,0
1.041099125,279,14021,1.1586115,0.117512375,0,0
1.041976375,3,14141,1.1586355,0.116659125,0,0
1.04198075,8,14144,1.159254583,0.117273833,0,0
1.041984708,120,14152,1.160214583,0.118229875,0,0
1.042021667,124,14175,1.161206583,0.119184916,0,0
1.0421265,333,14299,1.163870583,0.121744083,0,0
1.042179958,40,14632,1.164190583,0.122010625,0,0
1.042239292,94,14672,1.165303833,0.123064541,0,0
1.04236425,313,14766,1.167807833,0.125443583,0,0
1.04257275,31,15079,1.168055833,0.125483083,0,0
1.04271125,402,15110,1.171668125,0.128956875,0,0
1.042713667,7,15512,1.171724125,0.129010458,0,0
1.042775083,102,15519,1.173319333,0.13054425,0,0
1.042879292,152,15621,1.174535333,0.131656041,0,0
1.043036708,33,15773,1.174799333,0.131762625,0,0
1.043269417,98,15806,1.175636167,0.13236675,0,0
1.04327175,127,15904,1.176652167,0.133380417,0,0
1.044025458,118,15974,1.177596167,0.133570709,0,0
1.044027917,131,16092,1.178644167,0.13461625,0,0
1.044029708,14,16223,1.178756167,0.134726459,0,0
1.044481208,131,15977,1.179804167,0.135322959,0,0
1.04448375,22,16108,1.179980167,0.135496417,0,0
1.044485417,164,16130,1.1813985,0.136913083,0,0
1.044750958,340,16273,1.1841185,0.139367542,0,0
1.044758583,49,16613,1.1845105,0.139751917,0,0
1.044760917,91,16662,1.1852385,0.140477583,0,0
1.045011708,260,16753,1.1873185,0.142306792,0,0
1.045050042,231,17013,1.1891665,0.144116458,0,0
1.045081208,139,17244,1.1902785,0.145197292,0,0
1.045113958,91,17383,1.1910065,0.145892542,0,0
1.045437042,132,17474,1.1920625,0.146625458,0,0
1.045438958,20,17606,1.1922225,0.146783542,0,0
1.045790083,122,17626,1.193332042,0.147541959,0,0
1.045809625,320,17748,1.195892042,0.150082417,0,0
1.046035833,5,18068,1.195932042,0.149896209,0,0
1.046154042,168,18073,1.1979245,0.151770458,0,0
1.046407917,10,18241,1.1980045,0.151596583,0,0
1.046756542,191,18251,1.199808333,0.153051791,0,0
1.047007333,254,18442,1.201840333,0.154833,0,0
1.047045583,111,18696,1.202728333,0.15568275,0,0
1.04827275,324,18656,1.205320333,0.157047583,0,0
1.048275833,186,18980,1.206808333,0.1585325,0,0
1.048306708,121,19144,1.207776333,0.159469625,0,0
1.048309167,103,19265,1.208600333,0.160291166,0,0
1.048310958,55,19368,1.209040333,0.160729375,0,0
1.048483292,166,19313,1.210368333,0.161885041,0,0
1.048486375,155,19479,1.211608333,0.163121958,0,0
1.048488625,15,19634,1.211728333,0.163239708,0,0
1.049359292,147,19588,1.212904333,0.163545041,0,0
1.049361583,57,19735,1.213360333,0.16399875,0,0
1.049363208,196,19792,1.214928333,0.165565125,0,0
1.04936475,15,19988,1.215048333,0.165683583,0,0
1.049849625,14,19960,1.215160333,0.165310708,0,0
1.0498535,1,19974,1.215168333,0.165314833,0,0
1.049855583,68,19975,1.215792042,0.165936459,0,0
1.049861042,277,20043,1.218008042,0.168147,0,0
1.049863417,12,20320,1.218104042,0.168240625,0,0
1.0498655,47,20332,1.218711,0.1688455,0,0
1.049868125,89,20379,1.219423,0.169554875,0,0
1.049870292,179,20468,1.220855,0.170984708,0,0
1.0498725,57,20647,1.221311,0.1714385,0,0
1.050194167,33,20696,1.221575,0.171380833,0,0
1.050959292,6,20591,1.221623,0.170663708,0,0
1.050961792,170,20597,1.222983,0.172021208,0,0
1.050963375,54,20767,1.223415,0.172451625,0,0
1.051359667,33,20694,1.223679,0.172319333,0,0
1.052378417,78,20596,1.224303,0.171924583,0,0
1.0523815,157,20674,1.225559,0.1731775,0,0
1.05238375,34,20831,1.225831,0.17344725,0,0
1.052386958,1,20865,1.225919333,0.173532375,0,0
1.052389417,473,20866,1.229739167,0.17734975,0,0
1.053429375,241,21248,1.231667167,0.178237792,0,0
1.053570417,68,21489,1.232211167,0.17864075,0,0
1.054155208,79,21425,1.232843167,0.178687959,0,0
1.054158167,93,21504,1.233587167,0.179429,0,0
1.054159917,43,21597,1.233931167,0.17977125,0,0
1.054167,98,21640,1.234715167,0.180548167,0,0
1.054169708,86,21738,1.235403167,0.181233459,0,0
1.054219917,91,21504,1.236131167,0.18191125,0,0
1.0545445,87,21595,1.236827167,0.182282667,0,0
1.054615125,632,21682,1.241883167,0.187268042,0,0
1.054655167,43,22314,1.242227167,0.187572,0,0
1.05487625,67,22357,1.243418167,0.188541917,0,0
1.054922292,88,22424,1.244122167,0.189199875,0,0
1.054965042,19,22512,1.244274167,0.189309125,0,0
1.055013375,12,22531,1.244370167,0.189356792,0,0
1.055016167,99,22543,1.245162167,0.190146,0,0
1.055313083,8,22642,1.245226167,0.189913084,0,0
1.05535675,40,22650,1.245546167,0.190189417,0,0
1.055429167,68,22690,1.246090167,0.190661,0,0
1.055607667,6,22690,1.246138167,0.1905305,0,0
1.055684917,12,22696,1.246234167,0.19054925,0,0
1.055740167,47,22708,1.246610167,0.19087,0,0
1.055942208,285,22755,1.248890167,0.192947959,0,0
1.055944333,39,23040,1.249202167,0.193257834,0,0
1.056103417,39,23079,1.249788917,0.1936855,0,0
1.056143167,150,23118,1.250988917,0.19484575,0,0
1.056623417,27,23268,1.251204917,0.1945815,0,0
1.0570225,30,23295,1.251540417,0.194517917,0,0
1.05731825,298,23325,1.253924417,0.196606167,0,0
1.057444583,142,23623,1.255060417,0.197615834,0,0
1.057630542,5,23765,1.255100417,0.197469875,0,0
1.057713958,83,23770,1.255772208,0.19805825,0,0
1.058315083,24,23853,1.255964208,0.197649125,0,0
1.058319167,185,23552,1.257444208,0.199125041,0,0
1.058574,69,23593,1.257996208,0.199422208,0,0
1.058826167,26,23662,1.258204208,0.199378041,0,0
1.058990667,130,23688,1.259244208,0.200253541,0,0
1.059649792,56,23818,1.259692208,0.200042416,0,0
1.059652333,358,23874,1.262556208,0.202903875,0,0
1.059800042,86,24232,1.263244208,0.203444166,0,0
1.060127333,69,24318,1.263883875,0.203756542,0,0
1.060320708,193,24387,1.265427875,0.205107167,0,0
1.060503458,27,24580,1.265643875,0.205140417,0,0
1.060609583,81,24607,1.266548792,0.205939209,0,0
1.060716833,83,24688,1.267212792,0.206495959,0,0
1.060750208,22,24771,1.267388792,0.206638584,0,0
1.060986333,31,24793,1.267636792,0.206650459,0,0
1.06104875,420,24824,1.270996792,0.209948042,0,0
1.061487375,277,25244,1.273212792,0.211725417,0,0
1.062066875,43,25400,1.273556792,0.211489917,0,0
1.062069792,90,25443,1.274330625,0.212260833,0,0
1.063034667,163,25480,1.275634625,0.212599958,0,0
1.063037833,7,25643,1.275690625,0.212652792,0,0
1.063457667,320,25650,1.278510625,0.215052958,0,0
1.063461083,100,25951,1.279310625,0.215849542,0,0
1.063610375,5,26051,1.279350625,0.21574025,0,0
1.063614833,116,26041,1.280343083,0.21672825,0,0
1.063617125,55,26157,1.280783083,0.217165958,0,0
1.063731042,67,26165,1.281319083,0.217588041,0,0
1.063734125,126,26232,1.282327083,0.218592958,0,0
1.06373625,39,26358,1.282639083,0.218902833,0,0
1.064107458,12,26340,1.282982208,0.21887475,0,0
1.064110875,37,26352,1.283389208,0.219278333,0,0
1.064565333,187,26289,1.284885208,0.220319875,0,0
1.064569833,50,26476,1.285285208,0.220715375,0,0
1.06457475,14,26526,1.285541167,0.220966417,0,0
1.065361917,196,26383,1.287115792,0.221753875,0,0
1.065365667,59,26579,1.287587792,0.222222125,0,0
1.065428375,122,26570,1.288601958,0.223173583,0,0
1.065451208,128,26692,1.289625958,0.22417475,0,0
1.065545875,75,26820,1.292469458,0.226923583,0,0
1.06571,443,26895,1.296013458,0.230303458,0,0
1.06575875,149,27338,1.297205458,0.231446708,0,0
1.065896,98,27487,1.297989458,0.232093458,0,0
1.06591775,180,27585,1.299429458,0.233511708,0,0
1.066051667,33,27765,1.299693458,0.233641791,0,0
1.066244625,56,27798,1.30030875,0.234064125,0,0
1.066428958,30,27854,1.30054875,0.234119792,0,0
1.066438958,55,27884,1.30098875,0.234549792,0,0
1.066609792,10,27939,1.30106875,0.234458958,0,0
1.066836125,93,27949,1.313547208,0.246711083,0,0
1.067162875,82,27963,1.314203208,0.247040333,0,0
1.067794958,79,27947,1.314835208,0.24704025,0,0
1.067798375,340,28026,1.317555208,0.249756833,0,0
1.067800542,112,28366,1.318451208,0.250650666,0,0
1.067803333,53,28478,1.318875208,0.251071875,0,0
1.068576667,60,28445,1.319355208,0.250778541,0,0
1.068580292,308,28505,1.321819208,0.253238916,0,0
1.069267417,87,28803,1.322515208,0.253247791,0,0
1.069270833,217,28890,1.324403333,0.2551325,0,0
1.069273292,325,29107,1.327003333,0.257730041,0,0
1.069282417,135,29432,1.328083333,0.258800916,0,0
1.069347333,86,29282,1.328771333,0.259424,0,0
1.06942975,24,29341,1.328963333,0.259533583,0,0
1.070119583,29,29365,1.329195333,0.25907575,0,0
1.0701285,14,29394,1.329307333,0.259178833,0,0
1.070492167,24,29408,1.329499333,0.259007166,0,0
1.070527417,49,29432,1.329891333,0.259363916,0,0
1.07056575,114,29481,1.330803333,0.260237583,0,0
1.070735875,74,29595,1.331395333,0.260659458,0,0
1.070738708,357,29669,1.334251333,0.263512625,0,0
1.0709505,59,30026,1.334723333,0.263772833,0,0
1.071266333,79,30085,1.335355333,0.264089,0,0
1.071432375,130,30164,1.336395333,0.264962958,0,0
1.071677667,393,30294,1.339539333,0.267861666,0,0
1.071720625,24,30687,1.339731333,0.268010708,0,0
1.071978667,28,30711,1.3406465,0.268667833,0,0
1.072134792,113,30739,1.3415505,0.269415708,0,0
1.07217225,241,30852,1.3434785,0.27130625,0,0
1.072930208,31,30819,1.3437265,0.270796292,0,0
1.072934458,18,30850,1.344127292,0.271192834,0,0
1.072943792,125,30868,1.345127292,0.2721835,0,0
1.072946667,226,30993,1.346935292,0.273988625,0,0
1.0730495,31,30861,1.347183292,0.274133792,0,0
1.073089542,17,30892,1.347739167,0.274649625,0,0
1.073153333,175,30909,1.349139167,0.275985834,0,0
1.073156042,54,31084,1.349571167,0.276415125,0,0
1.07318675,35,31138,1.349851167,0.276664417,0,0
1.073235417,3,31173,1.349875167,0.27663975,0,0
1.073279292,69,31176,1.350478333,0.277199041,0,0
1.073766708,220,31245,1.352238333,0.278471625,0,0
1.073956625,59,31465,1.352710333,0.278753708,0,0
1.073993042,74,31524,1.353447042,0.279454,0,0
1.073995958,13,31598,1.353551042,0.279555084,0,0
1.074165083,20,31611,1.353832625,0.279667542,0,0
1.074252583,45,31631,1.354192625,0.279940042,0,0
1.074369167,360,31676,1.357072625,0.282703458,0,0
1.074461708,54,32009,1.357504625,0.283042917,0,0
1.074534083,56,32063,1.358271792,0.283737709,0,0
1.074642125,207,32119,1.359927792,0.285285667,0,0
1.074811167,125,32326,1.360927792,0.286116625,0,0
1.075193208,72,32451,1.361503792,0.286310584,0,0
1.075554375,219,32523,1.363255792,0.287701417,0,0
1.075621958,44,32742,1.363607792,0.287985834,0,0
1.07570025,4,32786,1.363639792,0.287939542,0,0
1.075916833,6,32790,1.363719875,0.287803042,0,0
1.076114042,5,32796,1.363768792,0.28765475,0,0
1.076207792,3,32801,1.363792792,0.287585,0,0
1.076255042,17,32804,1.363999417,0.287744375,0,0
1.076284042,51,32821,1.364407417,0.288123375,0,0
1.076484333,173,32872,1.365791417,0.289307084,0,0
1.07666325,211,33045,1.367479417,0.290816167,0,0
1.076809167,263,33256,1.369583417,0.29277425,0,0
1.076849333,26,33519,1.369791417,0.292942084,0,0
1.076932958,19,33545,1.369965083,0.293032125,0,0
1.077489167,66,33287,1.370493083,0.293003916,0,0
1.07749225,151,33353,1.371701083,0.294208833,0,0
1.077959708,190,33461,1.373221083,0.295261375,0,0
1.078275042,24,33651,1.373413083,0.295138041,0,0
1.078314042,172,33675,1.374917875,0.296603833,0,0
1.078639667,36,33847,1.375205875,0.296566208,0,0
1.078930333,24,33883,1.3755665,0.296636167,0,0
1.079067,39,33907,1.376102292,0.297035292,0,0
1.079136542,31,33946,1.376350292,0.29721375,0,0
1.079302833,20,33977,1.376510292,0.297207459,0,0
1.0793775,109,33997,1.377383125,0.298005625,0,0
1.079502292,245,34106,1.379343125,0.299840833,0,0
1.079544875,115,34351,1.380263125,0.30071825,0,0
1.079656417,22,34466,1.380439125,0.300782708,0,0
1.080171708,41,34296,1.380767125,0.300595417,0,0
1.08017525,112,34337,1.381663125,0.301487875,0,0
1.080449,99,34064,1.382455125,0.302006125,0,0
1.080524292,93,34163,1.383199125,0.302674833,0,0
1.080668333,187,34256,1.384695125,0.304026792,0,0
1.080843083,204,34443,1.386327125,0.305484042,0,0
1.081074625,8,34647,1.386391125,0.3053165,0,0
1.081296917,40,34655,1.387035708,0.305738791,0,0
1.081936167,48,34675,1.387419708,0.305483541,0,0
1.082166875,137,34723,1.388515708,0.306348833,0,0
1.082326958,76,34860,1.389123708,0.30679675,0,0
1.082521792,379,34936,1.392155708,0.309633916,0,0
1.082872667,6,35315,1.392203708,0.309331041,0,0
1.082874708,52,35321,1.393415667,0.310540959,0,0
1.083044917,21,35373,1.393583667,0.31053875,0,0
1.08306875,26,35394,1.393854833,0.310786083,0,0
1.083190333,10,35420,1.393934833,0.3107445,0,0
1.083508917,268,35430,1.396078833,0.312569916,0,0
1.083685583,56,35698,1.396526833,0.31284125,0,0
1.083769125,204,35754,1.398363458,0.314594333,0,0
1.083997417,15,35958,1.398483458,0.314486041,0,0
1.083999708,19,35973,1.398965667,0.314965959,0,0
1.084340125,89,35992,1.399677667,0.315337542,0,0
1.084685958,36,36081,1.40379175,0.319105792,0,0
1.084877625,93,36030,1.406160375,0.32128275,0,0
1.085566542,28,35988,1.406384375,0.320817833,0,0
1.085569,9,36016,1.407562417,0.321993417,0,0
1.085649833,107,35939,1.408418417,0.322768584,0,0
1.085725333,26,36046,1.408626417,0.322901084,0,0
1.08590525,59,36072,1.409098417,0.323193167,0,0
1.086116792,46,36131,1.40991175,0.323794958,0,0
1.08614475,2,36177,1.40992775,0.323783,0,0
1.086196875,11,36179,1.410164625,0.32396775,0,0
1.087336292,69,36166,1.410716625,0.323380333,0,0
1.087338917,110,36235,1.411596625,0.324257708,0,0
1.087340875,90,36345,1.412316625,0.32497575,0,0
1.087673292,324,36241,1.414908625,0.327235333,0,0
1.0878555,132,36565,1.415964625,0.328109125,0,0
1.08785775,69,36697,1.416516625,0.328658875,0,0
1.087895125,116,36766,1.417444625,0.3295495,0,0
1.08802025,142,36882,1.418580625,0.330560375,0,0
1.088580458,98,37024,1.419364625,0.330784167,0,0
1.088712458,154,37122,1.420596625,0.331884167,0,0
1.088720333,8,37276,1.420660625,0.331940292,0,0
1.088722125,201,37284,1.422365,0.333642875,0,0
1.088752875,656,37485,1.427613,0.338860125,0,0
1.089081375,39,38118,1.427925,0.338843625,0,0
1.08926375,162,38103,1.429221,0.33995725,0,0
1.089696125,112,38230,1.430117,0.340420875,0,0
1.089698625,68,38342,1.430661,0.340962375,0,0
1.089700417,115,38410,1.431581,0.341880583,0,0
1.0899755,20,38522,1.431741,0.3417655,0,0
1.090518958,58,37962,1.4322505,0.341731542,0,0
1.090609917,44,38020,1.4326025,0.341992583,0,0
1.090776583,523,38064,1.436811667,0.346035084,0,0
1.090806542,94,38587,1.437563667,0.346757125,0,0
1.090809083,29,38681,1.438085542,0.347276459,0,0
1.090866333,113,38710,1.438989542,0.348123209,0,0
1.090981708,13,38823,1.439093542,0.348111834,0,0
1.091129292,19,38836,1.439245542,0.34811625,0,0
1.091393417,319,38855,1.441797542,0.350404125,0,0
1.091476833,115,39174,1.442717542,0.351240709,0,0
1.09182825,32,39289,1.442973542,0.351145292,0,0
1.091913042,28,39321,1.443197542,0.3512845,0,0
1.092255083,15,39349,1.443317542,0.351062459,0,0
1.09246125,44,39364,1.443669542,0.351208292,0,0
1.092504458,35,39408,1.443949542,0.351445084,0,0
1.092700042,93,39443,1.444693542,0.3519935,0,0
1.092916958,118,39536,1.445637542,0.352720584,0,0
1.093084917,29,39654,1.445869542,0.352784625,0,0
1.093132042,179,39683,1.447301542,0.3541695,0,0
1.093152208,119,39862,1.448253542,0.355101334,0,0
1.093324083,278,39981,1.450477542,0.357153459,0,0
1.093374792,48,40187,1.450861542,0.35748675,0,0
1.093396542,190,40235,1.452572958,0.359176416,0,0
1.093520917,29,40425,1.452804958,0.359284041,0,0
1.093704542,43,40454,1.453328375,0.359623833,0,0
1.093851542,162,40497,1.454624375,0.360772833,0,0
1.094266792,4,40659,1.454656375,0.360389583,0,0
1.09452625,36,40663,1.45523025,0.360704,0,0
1.094528333,39,40699,1.45554225,0.361013917,0,0
1.09457125,151,40738,1.45675025,0.362179,0,0
1.094620667,91,40889,1.45747825,0.362857583,0,0
1.094872417,108,40980,1.45834225,0.363469833,0,0
1.095216583,628,40869,1.46336625,0.368149667,0,0
1.095220125,113,41497,1.46427025,0.369050125,0,0
1.095227,17,41610,1.464807208,0.369580208,0,0
1.095492958,55,41621,1.465247208,0.36975425,0,0
1.095500958,299,41676,1.467639208,0.37213825,0,0
1.095502583,77,41975,1.468255208,0.372752625,0,0
1.095811083,43,42052,1.468599208,0.372788125,0,0
1.095868208,277,42095,1.470815208,0.374947,0,0
1.095946,125,42372,1.471815208,0.375869208,0,0
1.096514042,24,42497,1.472007208,0.375493166,0,0
1.096566458,86,42521,1.472695208,0.37612875,0,0
1.096711542,65,42607,1.473215208,0.376503666,0,0
1.097036625,63,42672,1.473719208,0.376682583,0,0
1.098191958,96,42587,1.474487208,0.37629525,0,0
1.098196167,13,42683,1.474591208,0.376395041,0,0
1.098198583,200,42696,1.476191208,0.377992625,0,0
1.098253583,33,42896,1.476455208,0.378201625,0,0
1.098256667,58,42857,1.476919208,0.378662541,0,0
